"","y","w","age","polviews","income","educ","marital","sex"
"799",0,0,65,4.1220088,8,5,1,2
"800",0,0,26,4,10,12,1,1
"801",0,0,40,5,12,19,1,1
"802",1,0,33,4,12,12,1,2
"803",0,1,38,5,12,12,1,1
"804",1,0,78,3,7,8,1,2
"805",0,1,20,2,12,12,5,2
"806",0,1,53,4,12,12,1,1
"807",0,1,74,4.1220088,5,8,2,2
"808",0,1,32,2,12,12,1,2
"809",0,1,63,5,12,11,1,2
"810",0,1,65,4,12,16,1,1
"811",1,0,44,4,11,12,1,2
"812",0,1,43,5,12,12,1,2
"813",1,0,39,4,12,11,3,2
"814",0,0,49,5,12,12,1,2
"815",0,0,65,5,12,12,2,2
"816",0,1,41,3,12,12,1,2
"817",1,0,70,4,9,6,1,2
"818",0,0,70,4,9,10,1,2
"819",1,0,77,4,4,5,1,1
"821",0,1,44,4,10,10,1,2
"822",0,0,59,4,9,8,1,2
"823",1,0,74,4,3,8,2,2
"824",1,0,53,5,11,14,1,1
"825",0,1,74,4,5,9,2,2
"826",0,0,19,3,1,10,4,2
"827",0,0,27,4,11,15,3,1
"828",0,0,31,3,10,15,1,2
"829",0,1,27,5,6,9,1,1
"830",1,0,27,5,12,15,1,2
"831",1,0,26,6,9,11,1,1
"832",0,0,23,6,10,12,1,2
"833",1,0,27,4,11,10,4,2
"834",1,0,53,4,12,12,4,1
"835",0,1,30,4,9,12,1,1
"836",0,1,49,4,12,13,1,2
"837",1,0,51,4,12,14,1,1
"838",0,1,52,4,12,12,1,2
"839",0,1,26,6,10,15,1,1
"840",1,0,32,2,9,12,5,2
"841",0,0,28,4,5,11,1,2
"842",1,0,62,4,8,12,1,2
"843",0,1,53,4,11,10,1,1
"845",1,1,66,4,4,12,1,2
"846",0,1,48,4,9,12,1,2
"847",0,0,82,6,9,9,2,1
"848",0,1,24,4.1220088,4,12,1,2
"849",0,1,34,5,9,12,1,1
"850",0,1,35,4,12,12,1,2
"851",1,0,21,4,12,14,5,1
"852",0,0,55,4,12,12,1,1
"853",0,1,61,2,8,10,1,1
"855",0,1,47,3,12,14,3,2
"856",0,0,89,4,8,13,5,2
"857",0,0,26,2,2,16,5,1
"858",1,0,41,3,6,12,3,2
"859",0,0,41,2,12,20,3,1
"860",0,0,42,2,4,12,1,2
"861",1,0,68,6,9,12,1,1
"862",0,1,46,5,12,19,1,1
"863",0,1,38,4,12,16,1,1
"864",0,1,46,5,12,14,1,2
"865",0,0,43,4,12,12,1,2
"866",1,1,31,4,9,12,5,1
"867",0,1,27,4,12,13,1,1
"868",0,0,39,5,12,12,1,2
"869",0,0,24,4,5,16,5,2
"870",0,1,23,2,7,15,5,1
"871",0,0,22,4,1,14,5,2
"872",0,0,44,4,4,12,4,2
"874",0,0,37,5,10,14,5,2
"875",0,0,66,4,11,13,1,2
"876",0,0,36,2,12,12,1,1
"877",0,1,75,4,6,3,2,1
"878",0,1,39,6,12,16,1,2
"879",0,0,45,3,11,12,3,1
"880",0,1,39,3,10,14,1,2
"881",1,0,67,4,12,7,1,1
"882",0,0,24,4,11,12,1,2
"883",0,0,73,4,6,11,2,2
"884",0,1,62,1,5,10,2,2
"885",0,1,25,4,9,12,5,1
"886",0,1,52,4,12,14,2,2
"887",0,0,65,5,12,18,1,2
"888",0,0,30,3,8,14,5,1
"889",0,1,24,3,11,16,5,2
"891",0,1,23,4,3,15,5,1
"892",0,0,24,5,12,16,5,1
"893",0,1,21,4,1,13,5,2
"894",0,1,25,5,9,16,5,2
"895",0,1,28,4,11,14,5,1
"896",0,1,25,5,8,16,5,2
"897",0,1,29,2,10,16,3,2
"898",1,0,47,4,3,12,4,1
"899",1,0,84,4.1220088,8,10,2,2
"900",1,0,53,4,9,11,1,2
"902",0,1,45,4,12,10,3,1
"903",1,0,31,3,10,16,5,2
"904",1,0,49,6,12,16,1,1
"905",0,1,29,4,11,14,5,1
"906",0,0,62,6,11,12,1,2
"907",0,1,27,4,12,14,1,2
"908",0,1,62,4,10,12,1,2
"909",1,0,38,7,12,19,1,2
"910",0,1,60,5,12,18,1,1
"911",1,0,34,5,10,13,3,2
"912",0,1,64,6,2,10,2,2
"913",0,1,51,4.1220088,12,10,1,1
"914",0,1,40,5,12,9,4,2
"915",0,1,22,5,9,9,1,2
"916",0,0,61,6,12,11,1,1
"917",0,1,65,2,12,11,1,1
"918",0,0,44,4,12,12,1,1
"919",1,0,19,5,11,12,5,1
"920",1,0,43,4,9,13,1,1
"921",0,0,69,3,9,12,1,2
"922",1,0,41,4,12,12,5,2
"923",0,1,26,4.1220088,9,13,5,1
"924",0,1,25,6,12,12,5,1
"925",0,1,19,6,10,11,5,1
"926",1,0,36,4,12,13,1,2
"927",0,0,25,5,9,11,1,1
"928",0,0,23,2,10,12,1,1
"929",0,1,29,5,10,12,5,1
"931",0,1,29,4,11,12,5,1
"932",0,1,36,4,12,12,1,2
"933",1,0,70,4,11,12,2,2
"934",0,1,78,4,11,13,1,1
"935",1,0,41,5,12,12,1,2
"936",1,0,39,4,12,12,1,2
"937",0,1,40,5,10,13,3,1
"938",1,0,20,4.1220088,11,12,1,2
"939",0,1,31,2,12,20,1,2
"940",0,1,76,4,12,11,2,1
"941",0,1,36,2,9,19,5,1
"942",0,0,75,6,9,16,1,1
"943",0,0,44,6,12,20,1,1
"944",1,1,38,3,12,13,1,1
"945",0,0,35,2,12,20,1,2
"946",0,1,39,5,12,17,1,2
"947",0,1,38,1,12,19,4,2
"948",0,0,22,4,12,14,5,1
"949",0,1,46,5,12,18,1,2
"950",0,0,36,3,12,13,1,1
"951",0,1,20,4,9,11,5,1
"952",0,0,27,5,12,16,1,2
"953",0,1,31,3,11,16,5,2
"954",0,0,32,2,11,17,3,1
"955",0,0,26,5,11,14,5,1
"956",1,0,43,5,10,12,1,2
"957",0,1,38,6,6,12,3,2
"958",0,1,78,5,9,12,2,2
"959",1,1,32,5,12,13,1,1
"960",1,0,22,4.1220088,12,13,5,2
"961",0,1,62,5,11,16,1,1
"962",1,0,26,2,11,12,1,2
"963",0,1,78,4,7,3,1,1
"964",0,1,45,4,8,13,1,1
"965",0,0,30,4,12,14,1,1
"966",1,0,78,5,9,8,1,2
"967",1,0,40,5,12,15,1,1
"968",0,0,23,4,5,14,5,2
"969",0,1,62,3,12,17,2,2
"970",0,1,28,5,12,16,1,1
"971",0,1,50,3,12,17,1,1
"972",1,0,40,3,12,17,1,2
"973",0,1,47,3,12,12,1,2
"974",0,1,44,6,12,12,1,1
"975",1,0,34,4,12,12,1,2
"976",0,1,54,4,10,13,1,1
"978",0,0,39,4,12,20,1,1
"979",0,1,34,5,12,15,5,2
"980",1,0,51,6,12,14,4,2
"981",1,1,59,5,12,17,1,1
"982",0,1,51,5,12,17,1,1
"983",0,1,35,5,12,12,1,1
"984",0,1,28,3,9,13,5,1
"985",1,0,43,5,12,12,1,1
"986",1,0,38,4,12,18,1,2
"987",1,0,28,2,8,20,5,1
"988",0,1,34,5,12,16,5,1
"989",1,0,74,6,9,12,5,1
"990",0,1,52,6,11,12,3,1
"991",1,0,46,5,12,16,5,1
"992",0,1,54,4,12,12,1,1
"993",1,1,64,6,12,16,1,1
"994",1,0,36,5,12,15,3,1
"995",0,1,35,5,12,16,5,1
"997",0,0,36,4,12,12,3,1
"998",0,1,30,4,11,14,1,2
"999",0,1,37,4,12,10,1,1
"1001",0,1,48,3,12,13,1,1
"1002",1,0,53,4,9,17,3,2
"1003",1,1,45,4,12,12,1,2
"1004",1,1,39,6,12,16,1,2
"1005",1,0,31,6,12,14,1,1
"1006",1,1,46,4,12,13,1,1
"1007",0,0,29,4,12,17,1,2
"1008",0,0,38,5,12,17,1,2
"1009",1,0,38,4,12,14,1,1
"1010",0,0,28,6,2,13,4,2
"1012",0,1,21,4,10,9,5,2
"1013",0,1,66,4,11,13,1,2
"1014",0,1,60,4.1220088,6,17,5,1
"1015",0,1,59,4.1220088,12,12,1,1
"1017",1,1,71,2,12,20,1,1
"1018",0,1,25,5,11,17,1,2
"1019",1,0,39,7,9,10,3,2
"1021",0,1,70,5,12,12,2,1
"1022",0,1,28,4,7,11,4,2
"1024",1,0,43,4,12,12,1,2
"1025",0,0,33,4,12,18,1,2
"1026",0,1,45,4,12,6,1,2
"1027",0,1,35,5,12,12,4,1
"1028",1,0,28,5,12,12,1,1
"1029",0,0,52,6,12,12,1,2
"1030",1,0,41,5,12,12,1,1
"1031",0,1,37,3,12,12,1,2
"1032",0,0,27,3,12,11,1,1
"1033",0,0,26,2,12,11,1,1
"1034",0,1,43,3,12,14,2,2
"1035",0,1,57,6,12,10,1,2
"1036",0,1,61,6,12,16,1,1
"1037",0,1,37,3,12,16,1,2
"1038",1,1,59,5,12,16,1,1
"1039",0,0,47,5,12,15,1,2
"1041",0,1,62,7,12,14,1,1
"1043",0,1,28,5,10,17,5,2
"1044",0,1,53,2,11,15,1,1
"1045",0,0,66,6,12,16,1,1
"1046",0,1,19,4,12,11,5,1
"1047",1,0,30,4,12,12,4,2
"1048",1,0,34,6,12,12,1,2
"1049",1,0,40,6,12,14,1,1
"1050",0,1,35,6,12,12,1,2
"1051",0,0,32,5,10,13,5,2
"1052",1,0,43,7,12,15,1,1
"1054",1,1,52,6,9,8,1,2
"1055",1,1,59,6,12,8,1,1
"1056",1,0,57,4,6,12,3,2
"1057",0,1,66,4,9,12,3,2
"1058",1,0,23,5,10,11,1,2
"1059",1,0,47,3,9,16,1,1
"1060",0,0,79,3,9,10,1,1
"1061",1,0,64,6,11,13,3,2
"1062",1,0,42,4,12,17,1,1
"1064",0,0,42,6,12,13,1,2
"1065",0,1,30,5,11,12,1,1
"1066",0,1,28,5,10,10,1,1
"1067",1,0,67,5,12,13,1,2
"1068",0,0,65,3,9,12,1,1
"1069",1,0,33,5,12,15,1,1
"1070",0,1,77,6,11,12,2,2
"1071",1,0,57,5,12,20,1,2
"1072",0,1,63,4,12,12,1,2
"1073",1,1,36,5,9,14,1,2
"1074",0,1,29,5,12,16,1,2
"1075",0,1,26,6,10,12,1,1
"1076",0,1,26,4,11,14,1,2
"1077",0,1,65,6,12,16,1,1
"1078",0,1,39,4,12,12,1,2
"1079",0,0,82,4,8,9,1,1
"1080",0,1,45,7,12,15,1,2
"1081",0,0,56,4,7,12,2,2
"1084",1,0,40,3,12,14,1,2
"1085",0,0,71,3,4,10,2,2
"1086",1,0,28,3,11,16,1,1
"1087",0,0,19,4,5,12,5,2
"1088",0,0,25,4,9,9,1,2
"1089",0,1,43,6,12,13,1,1
"1090",0,1,25,4,2,11,3,2
"1093",0,1,40,6,7,12,1,2
"1095",0,1,48,5,11,12,1,2
"1097",1,1,25,4,9,10,1,1
"1098",0,1,32,3,12,12,1,2
"1099",0,1,36,5,9,12,4,2
"1100",0,1,78,4,6,8,2,2
"1101",0,1,51,4,4,12,3,2
"1102",0,1,58,4,12,8,1,2
"1103",0,0,50,4,12,12,1,1
"1104",0,1,39,4,12,12,1,2
"1107",1,0,62,5,9,12,1,1
"1108",1,1,79,3,5,8,2,2
"1109",1,1,39,7,12,13,1,2
"1110",0,1,28,3,9,11,1,1
"1111",0,1,27,4,11,12,1,2
"1112",1,0,39,5,12,13,1,1
"1113",0,0,38,2,12,16,1,1
"1114",0,0,25,4,8,11,1,2
"1115",0,1,29,3,4,12,4,2
"1116",1,1,46,6,12,12,1,2
"1117",0,1,53,4,12,12,1,2
"1118",0,1,30,2,12,16,1,1
"1119",0,1,24,3,9,16,5,2
"1120",0,1,57,6,12,20,1,1
"1121",0,1,51,4,9,12,1,2
"1122",0,1,59,5,12,12,1,2
"1123",0,0,44,4,12,12,1,2
"1124",0,1,72,1,5,8,5,2
"1126",0,1,33,5,12,12,1,2
"1127",0,0,36,4,12,12,1,1
"1128",0,1,27,2,12,16,5,1
"1129",0,0,32,4,12,12,1,2
"1130",1,0,30,1,10,14,1,2
"1131",1,0,66,4,9,10,2,1
"1132",0,1,28,4,10,12,1,2
"1133",1,0,55,4,9,11,1,2
"1134",0,1,55,4,12,9,4,2
"1136",0,1,42,3,12,17,1,1
"1139",0,1,30,6,11,12,1,1
"1140",0,1,25,4,12,12,1,2
"1143",0,0,50,6,12,12,1,1
"1144",1,0,60,4.1220088,10,8,3,2
"1148",0,1,59,4,11,8,1,1
"1149",0,0,25,6,11,12,1,2
"1150",0,1,63,4.1220088,8,9,2,1
"1151",1,0,39,5,9,8,3,2
"1152",0,0,59,4,9,8,1,2
"1153",0,1,19,4,12,10,1,2
"1154",0,1,49,7,12,12,1,1
"1155",1,0,66,6,11,11,1,2
"1156",0,1,33,3,10,12,1,1
"1157",1,0,21,4,9,12,5,1
"1158",0,1,60,4,8,12,1,2
"1159",0,0,67,4,9,9,1,1
"1160",1,0,43,6,12,17,1,1
"1161",0,1,52,4,7,10,3,2
"1162",0,0,31,6,1,12,1,1
"1163",0,0,79,4.1220088,7,14,1,2
"1164",0,0,76,4,10,12,1,2
"1165",1,0,51,6,4,9,3,1
"1166",0,1,40,4,10,9,1,2
"1167",0,1,37,4,12,15,1,2
"1168",1,1,25,2,12,12,1,1
"1169",0,0,62,4,4,13,1,2
"1170",0,0,33,3,12,13,1,2
"1171",0,1,31,6,12,14,1,1
"1172",0,0,78,5,10,7,5,1
"1173",0,0,26,5,12,17,5,1
"1174",0,1,42,4,12,14,1,2
"1175",0,0,40,4,12,11,1,1
"1176",0,1,55,5,8,12,1,2
"1177",0,1,65,7,9,14,2,2
"1178",0,0,27,4,11,12,1,1
"1179",1,1,24,4,10,13,1,2
"1180",1,1,80,5,11,12,1,2
"1181",1,0,78,6,12,11,1,2
"1182",0,1,50,4,4,10,1,2
"1183",1,0,84,6,12,6,2,1
"1184",0,1,74,6,7,12,5,2
"1185",0,0,78,3,9,0,2,2
"1186",1,0,30,4,10,13,3,1
"1188",0,0,48,4,11,13,2,2
"1189",0,0,25,7,4,18,5,2
"1190",0,0,32,4,10,14,5,1
"1191",0,1,34,3,12,18,1,2
"1192",1,0,32,5,12,14,1,2
"1193",0,0,62,4,3,11,3,2
"1194",1,0,69,6,7,8,1,2
"1195",0,1,86,5,8,9,2,2
"1196",0,0,53,6,10,12,1,2
"1198",0,1,22,4,10,12,5,1
"1199",0,0,34,5,10,14,5,1
"1200",0,1,27,3,3,14,3,2
"1201",0,1,89,4,4,8,2,2
"1202",0,0,69,6,5,12,2,2
"1203",0,1,54,4,12,13,1,1
"1204",1,0,28,2,10,19,5,1
"1205",1,1,43,5,12,12,1,1
"1206",0,1,24,4,12,13,1,2
"1207",1,0,67,4,11,12,1,1
"1208",0,1,25,4,12,16,1,2
"1209",0,1,63,4,3,12,3,2
"1210",0,1,84,4,3,10,2,2
"1211",0,1,60,6,12,12,1,2
"1212",1,1,67,4,9,8,1,2
"1214",1,0,59,5,4,11,1,2
"1216",0,1,27,5,12,12,1,2
"1217",1,0,71,6,10,8,1,1
"1218",0,1,81,4.1220088,9,11,2,2
"1219",0,1,40,5,12,16,1,1
"1220",0,0,34,4,12,12,1,2
"1222",0,0,67,4,8,12,3,2
"1223",0,0,78,4,10,16,2,2
"1224",0,1,43,7,12,13,1,1
"1225",0,1,37,4,9,12,1,1
"1226",0,1,60,4,9,8,1,2
"1227",0,1,64,4,10,12,1,2
"1228",0,0,28,5,12,12,1,1
"1229",0,1,35,6,12,12,1,1
"1230",0,1,65,5,12,12,1,1
"1231",0,1,25,5,10,14,5,1
"1233",0,0,69,4,6,6,1,1
"1234",1,0,50,6,10,12,1,2
"1235",0,1,59,4,9,8,1,1
"1236",0,0,23,4,10,16,1,2
"1237",1,0,28,3,12,13,1,2
"1239",1,0,65,4,12,12,1,2
"1242",0,1,40,6,12,12,1,2
"1243",0,0,70,6,12,12,1,1
"1244",1,0,72,4,12,12,2,2
"1245",1,0,36,5,12,12,1,1
"1246",0,1,89,6,5,12,2,2
"1247",0,0,31,3,12,16,1,1
"1248",1,0,30,5,12,17,5,2
"1249",0,0,22,6,12,15,1,2
"1250",0,0,27,3,10,18,5,1
"1251",1,0,42,5,12,14,1,1
"1253",0,1,44,4,12,6,1,1
"1255",0,0,36,4,11,13,1,2
"1256",0,0,31,4.1220088,11,9,1,2
"1257",0,0,34,3,9,14,1,2
"1258",0,1,53,4.1220088,9,3,3,1
"1260",0,1,62,4.1220088,1,6,2,2
"1261",1,0,21,4,11,12,5,2
"1262",0,1,73,3,7,5,2,1
"1263",0,0,62,4,5,2,5,1
"1264",0,1,58,5,9,12,1,2
"1265",0,1,61,4.1220088,1,4,4,1
"1266",0,1,45,7,8,12,1,2
"1267",0,1,25,4,10,14,1,1
"1268",0,1,32,4,10,16,1,1
"1269",0,1,71,4,5,9,1,2
"1270",0,0,21,4,3,12,5,1
"1271",0,1,76,4.1220088,8,3,1,1
"1272",0,1,27,5,11,14,1,2
"1273",0,0,30,5,3,9,5,2
"1274",0,1,87,4,3,13,2,2
"1275",0,1,73,6,5,8,1,1
"1276",0,0,38,4,10,11,1,1
"1277",0,0,42,4,9,11,1,2
"1278",0,0,82,4,4,6,2,2
"1280",0,0,53,4,6,12,2,2
"1281",0,0,27,4,7,12,1,1
"1282",1,0,19,6,5,11,5,1
"1283",0,0,65,3,3,6,2,2
"1284",0,1,65,4,7,8,2,2
"1285",0,1,28,4,10,16,3,1
"1286",1,0,27,4,5,12,5,1
"1287",0,1,49,6,4,11,3,2
"1288",0,1,25,2,9,16,3,1
"1289",0,0,24,4,9,11,1,2
"1290",0,1,21,6,12,14,1,2
"1291",0,0,35,4,12,13,1,1
"1292",0,1,30,7,4,11,5,2
"1293",0,0,64,4.1220088,9,0,1,1
"1294",1,0,21,3,10,14,5,2
"1295",0,0,21,5,3,12,5,2
"1296",0,1,35,5,3,7,4,2
"1297",0,0,50,6,2,11,4,2
"1298",0,0,25,6,5,11,1,2
"1299",0,1,24,4.1220088,9,13,1,2
"1300",0,1,29,4,10,12,1,2
"1301",0,1,25,4.1220088,9,12,1,2
"1302",0,0,35,4.1220088,11,14,1,2
"1303",0,0,81,4,7,10,1,1
"1304",0,1,32,6,2,10,1,2
"1305",0,1,47,5,3,10,3,1
"1306",0,1,43,4.1220088,3,8,4,1
"1307",0,0,58,5,3,12,2,2
"1309",0,1,68,1,9,10,1,2
"1310",1,1,67,4,12,11,1,1
"1311",0,1,28,6,12,19,1,2
"1312",1,0,73,4,10,8,1,1
"1313",0,1,50,4,12,12,1,1
"1315",1,0,68,6,9,12,1,2
"1316",0,0,75,4,9,12,2,2
"1317",0,0,30,4,10,18,1,2
"1318",0,1,72,6,12,12,1,1
"1319",0,1,42,4,8,10,1,2
"1320",0,0,28,5,5,15,3,2
"1321",0,0,20,2,8,12,1,2
"1322",1,0,33,3,9,12,1,2
"1323",1,0,24,2,12,16,1,1
"1324",1,1,39,4.1220088,11,12,1,2
"1325",0,0,40,4,9,11,3,2
"1326",0,0,25,4,11,13,1,1
"1327",1,0,35,6,10,12,1,2
"1328",0,1,67,4,4,11,2,2
"1330",0,0,81,4.1220088,4,5,2,1
"1331",1,0,80,6,3,10,2,2
"1332",0,1,25,4.1220088,9,9,1,2
"1333",0,0,46,4.1220088,12,12,1,2
"1334",0,1,36,5,12,12,1,2
"1335",0,1,27,6,12,16,1,2
"1336",0,1,42,6,7,12,3,2
"1337",1,1,52,4,9,6,1,1
"1338",0,1,23,4,3,12,5,2
"1339",0,1,47,4,4,10,4,1
"1340",0,1,79,2,4,9,2,2
"1341",0,1,39,4,12,14,3,1
"1342",0,0,59,4,11,8,1,2
"1343",0,1,62,4,3,0,2,1
"1344",0,1,72,4.1220088,4,8,2,2
"1345",0,1,35,5,8,12,1,2
"1346",0,1,37,6,12,12,1,1
"1347",1,1,25,4,12,12,5,1
"1348",0,1,30,4,11,12,1,2
"1349",0,1,32,3,9,10,1,2
"1350",0,0,30,3,12,14,1,2
"1351",0,0,65,2,3,12,4,2
"1352",0,1,36,4,12,11,1,2
"1353",1,1,64,6,12,3,1,1
"1354",0,1,31,4,9,12,1,2
"1355",0,0,53,4,12,6,1,1
"1356",0,1,31,3,9,12,1,1
"1357",1,0,32,2,4,9,5,2
"1358",0,0,31,4,2,10,3,2
"1359",0,0,59,6,8,8,2,2
"1360",0,1,77,6,4,8,2,2
"1361",0,0,51,6,12,16,1,1
"1362",0,0,48,6,12,8,1,2
"1363",0,0,77,4,4,7,1,1
"1364",0,0,74,4,3,8,2,2
"1365",0,0,41,4,9,16,1,1
"1367",0,1,24,3,12,12,5,1
"1368",0,1,68,5,9,9,1,1
"1369",0,0,66,4,9,8,1,1
"1370",0,0,70,4,2,10,1,1
"1371",0,1,32,4,9,12,1,2
"1372",0,0,29,2,2,13,5,2
"1373",1,0,81,5,7,8,2,2
"1374",0,1,32,5,12,14,1,2
"1375",0,1,54,2,11,10,2,1
"1376",1,0,56,4.1220088,5,8,2,2
"1378",0,1,24,5,12,9,1,2
"1379",1,0,66,5,11,8,1,1
"1380",0,1,22,4,2,15,5,2
"1381",1,0,37,6,12,17,1,2
"1382",0,1,34,2,11,16,5,1
"1383",0,0,52,2,1,10,3,1
"1384",0,1,59,2,4,7,5,1
"1385",0,0,30,2,11,13,3,1
"1386",0,0,28,6,10,11,5,1
"1387",0,1,31,4,3,12,4,2
"1388",0,1,20,3,2,13,5,1
"1389",0,0,26,5,3,18,5,2
"1390",0,1,22,6,3,15,5,1
"1391",0,1,28,3,7,16,5,2
"1393",0,1,42,4,9,16,3,2
"1394",0,0,32,3,3,10,3,2
"1395",0,0,34,4,9,11,1,2
"1396",0,0,37,6,12,13,1,1
"1397",0,1,33,4,11,11,1,2
"1398",1,0,32,5,12,12,3,1
"1399",1,0,55,2,9,12,2,2
"1400",1,0,35,4,12,12,1,2
"1401",0,0,67,3,4,5,2,2
"1402",0,1,38,5,12,20,1,2
"1403",0,1,41,4,10,9,1,2
"1404",1,0,38,2,12,12,1,2
"1405",0,1,42,4,10,7,1,1
"1406",0,1,77,4,4,0,2,2
"1407",0,0,41,4,9,6,5,1
"1408",1,0,67,3,6,3,1,1
"1410",0,1,37,3,12,7,1,1
"1411",0,1,67,4,5,10,1,2
"1412",0,1,34,4,9,12,3,1
"1413",0,1,33,4,9,12,1,1
"1414",0,1,48,5,12,12,1,1
"1415",0,0,48,3,3,3,5,2
"1416",0,1,62,6,10,10,1,2
"1417",0,0,39,2,11,12,3,2
"1418",0,0,35,3,3,14,2,2
"1419",0,1,51,5,12,12,1,1
"1420",1,1,31,6,12,12,1,2
"1421",1,0,68,5,12,12,1,1
"1422",0,0,56,7,11,10,1,1
"1423",1,0,34,4,12,14,1,1
"1425",1,0,34,6,11,18,1,1
"1427",0,0,29,6,12,11,5,1
"1428",1,1,37,6,11,13,1,2
"1429",0,1,62,5,12,12,1,2
"1430",0,1,73,6,10,9,2,1
"1432",0,0,74,5,12,16,1,1
"1433",1,0,54,6,11,11,1,2
"1434",0,0,42,5,12,13,4,2
"1435",1,0,45,4,12,12,1,2
"1436",1,0,28,4,10,10,1,1
"1437",1,0,41,4,12,12,1,2
"1438",1,0,37,5,12,13,3,2
"1439",0,1,54,3,2,8,5,2
"1440",0,0,30,4,11,11,5,1
"1441",0,0,42,3,3,10,4,2
"1442",0,1,38,4,9,5,1,1
"1444",0,1,34,4,11,12,1,2
"1445",1,0,79,3,4,12,1,1
"1446",0,1,49,2,11,7,1,1
"1447",0,0,26,4,6,14,5,1
"1448",0,1,30,4,9,11,4,2
"1449",0,1,62,2,9,10,1,1
"1450",0,1,30,4,4,10,3,2
"1451",0,1,39,3,12,7,1,1
"1452",0,0,23,4,2,15,5,1
"1453",1,0,72,1,6,8,1,2
"1454",0,0,60,6,11,10,1,1
"1455",1,0,46,7,10,12,3,1
"1456",0,0,46,4,7,9,3,1
"1457",1,0,31,3,12,13,1,2
"1458",1,0,25,4,12,12,1,1
"1459",0,1,73,4,10,10,1,2
"1460",0,1,42,5,11,14,1,2
"1461",1,0,32,5,11,17,5,1
"1462",0,1,50,4,10,13,1,2
"1463",1,1,29,4,10,14,3,1
"1464",0,1,68,6,4,12,3,1
"1465",0,1,71,5,11,18,2,2
"1466",0,1,67,5,12,8,2,1
"1467",0,0,72,4,1,12,2,2
"1468",0,1,47,4,2,11,1,1
"1469",1,0,40,5,12,16,1,1
"1470",0,0,37,4,9,12,3,1
"1471",0,0,32,2,12,16,5,1
"1472",0,1,37,2,12,17,5,2
"1473",0,1,72,4,3,12,2,2
"1474",0,1,66,2,12,18,2,2
"1475",0,1,30,1,12,16,1,1
"1476",0,0,32,5,12,20,5,1
"1477",0,1,29,4,12,13,5,2
"1478",0,1,29,4,12,18,5,2
"1479",0,1,53,3,4,12,2,2
"1480",0,0,68,3,4,4,2,1
"1481",0,1,21,4,9,12,5,2
"1482",0,1,43,6,9,12,5,2
"1483",0,1,38,3,12,14,4,2
"1484",0,1,45,3,12,8,1,1
"1485",0,1,24,4,11,15,5,1
"1486",0,1,43,4,11,10,3,1
"1487",0,1,20,4,7,12,5,2
"1488",0,1,27,4,7,9,5,1
"1489",0,1,54,5,7,7,1,1
"1490",0,1,25,2,12,15,3,2
"1491",0,1,20,5,9,13,5,1
"1492",1,0,38,3,12,14,3,2
"1493",0,1,35,1,12,15,1,2
"1495",1,0,67,2,12,13,2,2
"1496",0,1,28,4,7,9,3,2
"1498",0,1,42,4,12,12,1,1
"1499",0,1,35,6,12,11,1,1
"1500",0,1,27,2,12,17,5,1
"1501",1,0,26,4,10,13,4,1
"1502",1,0,58,4,11,12,1,2
"1503",0,1,35,2,10,15,1,2
"1504",0,0,63,2,3,10,5,1
"1505",0,1,35,4,12,16,5,2
"1506",0,0,60,4,10,12,1,2
"1507",0,1,30,4,12,17,1,2
"1508",1,0,51,7,12,11,1,2
"1509",0,1,37,4.1220088,12,12,1,1
"1510",0,1,47,4,12,16,4,1
"1511",0,1,40,2,12,12,1,1
"1512",0,1,32,2,12,14,3,1
"1513",1,0,27,5,12,12,1,2
"1515",0,1,35,5,12,17,1,1
"1516",1,0,60,3,12,17,1,2
"1517",0,1,33,4,12,12,1,2
"1518",0,1,83,4,8,11,2,2
"1519",0,1,43,4,12,12,5,1
"1520",0,1,50,2,12,17,3,1
"1521",0,1,48,5,12,14,3,1
"1522",1,0,32,3,12,18,5,1
"1523",1,0,35,5,12,13,3,2
"1524",0,0,28,2,9,12,5,1
"1525",0,0,34,2,12,14,5,1
"1526",0,0,83,6,11,16,2,2
"1527",0,1,46,1,12,20,5,1
"1528",0,1,65,4,12,14,3,1
"1529",0,1,45,6,12,12,1,2
"1532",1,1,40,4,11,16,1,1
"1534",0,0,31,2,12,16,1,1
"1536",0,1,43,4,12,12,5,2
"1537",0,1,32,6,12,13,5,1
"1538",0,1,26,5,12,16,1,2
"1539",0,1,21,2,12,14,4,2
"1540",0,1,37,1,11,12,1,2
"1541",0,1,52,2,11,10,1,1
"1542",0,1,57,4,10,9,1,1
"1543",0,1,32,4.1220088,12,12,1,1
"1544",1,0,20,6,9,12,1,2
"1545",0,1,44,4.1220088,12,12,1,2
"1546",1,0,35,2,8,12,1,2
"1547",0,0,56,4.1220088,12,12,1,2
"1548",0,1,41,4,11,12,3,2
"1549",0,1,58,4,3,12,5,1
"1550",0,0,64,4.1220088,12,16,1,1
"1551",0,1,28,4,12,18,5,1
"1552",0,1,29,4,10,13,5,2
"1553",0,1,29,4,12,16,1,2
"1554",0,1,35,3,12,13,1,1
"1555",0,1,69,4,11,10,1,1
"1556",0,1,22,5,11,13,5,1
"1557",0,0,77,4,2,12,2,1
"1558",0,1,23,6,11,12,1,2
"1559",0,1,41,6,10,12,1,2
"1561",0,1,53,6,12,12,1,2
"1562",0,0,39,5,10,20,1,1
"1563",1,0,51,4,12,14,3,2
"1564",0,1,51,2,9,12,4,1
"1565",0,0,76,4,4,8,2,1
"1566",0,1,48,6,12,12,5,1
